localDate,instrument,barValue,barType,daysLoaded,LookbackSetting,LookbackSources,SwingStrength,VolOffSetCheck,VolOffsetRatio
2020061921,NQ 06-20,60,60 Minute,180,7142128,daysAgo,5,True,1.5
CurrentBar,Time,Open,High,Low,Close,TrendPlot,BarsToNextSignal,BarsFromPreviousSignal,SignalPattern,BuySignalStopLine,SellSignalStopLine,DotPrice,OpenPrice
1675,4/5/2020 11:00:00 PM,7790.25,7844.5,7773,7826.5,7604.96117599151,4,5,5,0,0,7516,7655
1676,4/6/2020 12:00:00 AM,7825.75,7870,7813.5,7823,7608.62297473545,3,6,5,0,0,7516,7655
1677,4/6/2020 1:00:00 AM,7823.75,7853,7814.25,7837.5,7612.16639664065,2,7,5,0,0,7516,7655
1678,4/6/2020 2:00:00 AM,7836.5,7839.75,7794.5,7836.25,7615.89091901023,1,8,5,0,0,7516,7655
1679,4/6/2020 3:00:00 AM,7836,7848.25,7812.75,7835.25,7619.53321786957,6,0,2,0,7928.5,7928.5,7836
1680,4/6/2020 4:00:00 AM,7835.5,7843.25,7811,7825.75,7623.09878451635,5,1,2,0,7928.5,7928.5,7836
1681,4/6/2020 5:00:00 AM,7825.5,7825.5,7793.5,7806.75,7626.44839138385,4,2,2,0,7928.5,7928.5,7836
1682,4/6/2020 6:00:00 AM,7806.5,7819.25,7780.25,7812,7629.4285832618,3,3,2,0,7928.5,7928.5,7836
1683,4/6/2020 7:00:00 AM,7812.25,7856.5,7750,7851.5,7632.44629262938,2,4,2,0,7928.5,7928.5,7836
1684,4/6/2020 8:00:00 AM,7851.25,7881.25,7830.5,7854.5,7636.06701506526,1,5,2,0,7928.5,7928.5,7836
1685,4/6/2020 9:00:00 AM,7854.25,7898.25,7844,7889.5,7639.67747762616,2,0,5,0,7928.5,7747.25,7854.25
1686,4/6/2020 10:00:00 AM,7889.5,7937.5,7881.5,7936,7643.80677551664,1,1,5,0,0,7747.25,7854.25
1687,4/6/2020 11:00:00 AM,7936.25,7961,7917,7960.25,7648.63641559074,4,0,2,0,8020.75,8020.75,7936.25
1688,4/6/2020 12:00:00 PM,7960,7962.25,7912.25,7954.5,7653.78705334958,3,1,2,0,8020.75,8020.75,7936.25
1689,4/6/2020 1:00:00 PM,7954.5,8099,7937.25,8052.75,7658.75751527768,2,2,2,0,8020.75,8020.75,7936.25
1690,4/6/2020 2:00:00 PM,8053.5,8053.5,8018.25,8035.75,7665.26978775243,1,3,2,0,8020.75,8020.75,7936.25
1691,4/6/2020 4:00:00 PM,8034.25,8036.25,8000.5,8003,7671.39342762429,4,0,5,0,8020.75,7922.25,8034.25
1692,4/6/2020 5:00:00 PM,8003,8084.5,7997.5,8080.75,7676.87452799414,3,1,5,0,0,7922.25,8034.25
1693,4/6/2020 6:00:00 PM,8082,8096.75,8025.25,8043,7683.5501556306,2,2,5,0,0,7922.25,8034.25
1694,4/6/2020 7:00:00 PM,8044.25,8053.25,7997.75,8002,7689.49147537224,1,3,5,0,0,7922.25,8034.25
1695,4/6/2020 8:00:00 PM,8002.5,8009.5,7977.5,8008,7694.65690553138,4,0,2,0,8148.5,8148.5,8002.5
1696,4/6/2020 9:00:00 PM,8008.5,8011.75,7948,7960.75,7699.83613023334,3,1,2,0,8148.5,8148.5,8002.5
1697,4/6/2020 10:00:00 PM,7962,8008.75,7956.5,8006,7704.1487561799,2,2,2,0,8148.5,8148.5,8002.5
1698,4/6/2020 11:00:00 PM,8005.5,8068.25,7995.75,8057.25,7709.13803293725,1,3,2,0,8148.5,8148.5,8002.5
1699,4/7/2020 12:00:00 AM,8058.25,8152.75,8047,8147.25,7714.89194974821,5,0,5,0,8148.5,7905,8058.25
1700,4/7/2020 1:00:00 AM,8146.75,8234.5,8116.5,8204.75,7722.03836380196,4,1,5,0,0,7905,8058.25
1701,4/7/2020 2:00:00 AM,8203.75,8247,8191.25,8201,7730.01706853251,3,2,5,0,0,7905,8058.25
1702,4/7/2020 3:00:00 AM,8202,8236.5,8195.25,8216.75,7737.80191037494,2,3,5,0,0,7905,8058.25
1703,4/7/2020 4:00:00 AM,8215.25,8303.25,8211.75,8292.5,7745.71840772412,1,4,5,0,0,7905,8058.25
